# tau gt_up gt_dn
43.533 -0.0993583 -0.0993583
43.542 -0.100117 -0.100117
43.551 -0.100882 -0.100882
43.56 -0.101653 -0.101653
43.569 -0.102431 -0.102431
43.578 -0.103215 -0.103215
43.587 -0.104006 -0.104006
43.596 -0.104804 -0.104804
43.605 -0.105609 -0.105609
43.614 -0.10642 -0.10642
43.623 -0.107238 -0.107238
43.632 -0.108064 -0.108064
43.641 -0.108896 -0.108896
43.65 -0.109735 -0.109735
43.659 -0.110582 -0.110582
43.668 -0.111437 -0.111437
43.677 -0.112298 -0.112298
43.686 -0.113167 -0.113167
43.695 -0.114044 -0.114044
43.704 -0.114929 -0.114929
43.713 -0.115821 -0.115821
43.722 -0.116722 -0.116722
43.731 -0.11763 -0.11763
43.74 -0.118546 -0.118546
43.749 -0.119471 -0.119471
43.758 -0.120404 -0.120404
43.767 -0.121346 -0.121346
43.776 -0.122296 -0.122296
43.785 -0.123255 -0.123255
43.794 -0.124223 -0.124223
43.803 -0.125199 -0.125199
43.812 -0.126185 -0.126185
43.821 -0.12718 -0.12718
43.83 -0.128184 -0.128184
43.839 -0.129198 -0.129198
43.848 -0.130221 -0.130221
43.857 -0.131254 -0.131254
43.866 -0.132297 -0.132297
43.875 -0.13335 -0.13335
43.884 -0.134413 -0.134413
43.893 -0.135486 -0.135486
43.902 -0.13657 -0.13657
43.911 -0.137665 -0.137665
43.92 -0.13877 -0.13877
43.929 -0.139887 -0.139887
43.938 -0.141014 -0.141014
43.947 -0.142153 -0.142153
43.956 -0.143304 -0.143304
43.965 -0.144466 -0.144466
43.974 -0.14564 -0.14564
43.983 -0.146826 -0.146826
43.992 -0.148025 -0.148025
44.001 -0.149236 -0.149236
44.01 -0.150459 -0.150459
44.019 -0.151696 -0.151696
44.028 -0.152946 -0.152946
44.037 -0.154209 -0.154209
44.046 -0.155486 -0.155486
44.055 -0.156777 -0.156777
44.064 -0.158082 -0.158082
44.073 -0.159401 -0.159401
44.082 -0.160735 -0.160735
44.091 -0.162084 -0.162084
44.1 -0.163448 -0.163448
44.109 -0.164828 -0.164828
44.118 -0.166223 -0.166223
44.127 -0.167635 -0.167635
44.136 -0.169063 -0.169063
44.145 -0.170507 -0.170507
44.154 -0.171969 -0.171969
44.163 -0.173448 -0.173448
44.172 -0.174945 -0.174945
44.181 -0.17646 -0.17646
44.19 -0.177994 -0.177994
44.199 -0.179546 -0.179546
44.208 -0.181117 -0.181117
44.217 -0.182709 -0.182709
44.226 -0.18432 -0.18432
44.235 -0.185951 -0.185951
44.244 -0.187604 -0.187604
44.253 -0.189278 -0.189278
44.262 -0.190974 -0.190974
44.271 -0.192692 -0.192692
44.28 -0.194432 -0.194432
44.289 -0.196197 -0.196197
44.298 -0.197984 -0.197984
44.307 -0.199797 -0.199797
44.316 -0.201634 -0.201634
44.325 -0.203496 -0.203496
44.334 -0.205385 -0.205385
44.343 -0.2073 -0.2073
44.352 -0.209243 -0.209243
44.361 -0.211213 -0.211213
44.37 -0.213212 -0.213212
44.379 -0.21524 -0.21524
44.388 -0.217299 -0.217299
44.397 -0.219387 -0.219387
44.406 -0.221508 -0.221508
44.415 -0.22366 -0.22366
44.424 -0.225845 -0.225845
44.433 -0.228064 -0.228064
44.442 -0.230318 -0.230318
44.451 -0.232607 -0.232607
44.46 -0.234932 -0.234932
44.469 -0.237295 -0.237295
44.478 -0.239696 -0.239696
44.487 -0.242136 -0.242136
44.496 -0.244616 -0.244616
44.505 -0.247137 -0.247137
44.514 -0.249701 -0.249701
44.523 -0.252308 -0.252308
44.532 -0.25496 -0.25496
44.541 -0.257657 -0.257657
44.55 -0.260401 -0.260401
44.559 -0.263193 -0.263193
44.568 -0.266035 -0.266035
44.577 -0.268928 -0.268928
44.586 -0.271872 -0.271872
44.595 -0.27487 -0.27487
44.604 -0.277923 -0.277923
44.613 -0.281033 -0.281033
44.622 -0.2842 -0.2842
44.631 -0.287427 -0.287427
44.64 -0.290716 -0.290716
44.649 -0.294067 -0.294067
44.658 -0.297483 -0.297483
44.667 -0.300966 -0.300966
44.676 -0.304517 -0.304517
44.685 -0.308139 -0.308139
44.694 -0.311833 -0.311833
44.703 -0.315601 -0.315601
44.712 -0.319445 -0.319445
44.721 -0.323369 -0.323369
44.73 -0.327373 -0.327373
44.739 -0.331461 -0.331461
44.748 -0.335634 -0.335634
44.757 -0.339895 -0.339895
44.766 -0.344248 -0.344248
44.775 -0.348693 -0.348693
44.784 -0.353235 -0.353235
44.793 -0.357876 -0.357876
44.802 -0.362618 -0.362618
44.811 -0.367465 -0.367465
44.82 -0.372421 -0.372421
44.829 -0.377487 -0.377487
44.838 -0.382668 -0.382668
44.847 -0.387967 -0.387967
44.856 -0.393388 -0.393388
44.865 -0.398933 -0.398933
44.874 -0.404607 -0.404607
44.883 -0.410414 -0.410414
44.892 -0.416358 -0.416358
44.901 -0.422443 -0.422443
44.91 -0.428672 -0.428672
44.919 -0.435052 -0.435052
44.928 -0.441585 -0.441585
44.937 -0.448277 -0.448277
44.946 -0.455133 -0.455133
44.955 -0.462158 -0.462158
44.964 -0.469357 -0.469357
44.973 -0.476735 -0.476735
44.982 -0.484297 -0.484297
44.991 -0.49205 -0.49205
45 -0.5 -0.5
